url,host,host-type,method,status,ext,cpcode,ttl,server,cdn-cache,cdn-cache-parent,cdn-cache-key,cdn-req-id,vary,appOrigin,content-length,content-length-origin,blocked,dns,ssl,connect,send,ttfb,receive,edgeTime,originTime,Count
https://c.go-mpulse.net/api/config.json,c.go-mpulse.net,Third Party,GET,0,json,None,None,None,None,None,None,None,None,None,0,0,0.6994589999958407,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://c.go-mpulse.net/api/config.json,c.go-mpulse.net,Third Party,OPTIONS,503,json,None,None,None,None,None,None,None,None,None,0,0,-0.882,200.042,172.35699999999997,530.572,0.13399999999990087,163.7829999976317,0.4929999995511025,0,0,1
https://fonts.googleapis.com/css,fonts.googleapis.com,Third Party,GET,200,None,None,None,ESF,None,None,None,None,None,None,0,0,24.0549999902891,-1.0,-1.0,-1.0,0.3500000000000003,158.06299999422114,0.5950000049779192,0,0,1
https://fonts.googleapis.com/css,fonts.googleapis.com,Third Party,GET,200,None,None,None,ESF,None,None,None,None,None,None,0,0,25.166000004476867,-1.0,-1.0,-1.0,0.3799999999999999,158.23899999660347,0.5800000071758404,0,0,1
https://fonts.gstatic.com/s/lora/v16/0QIhMX1D_JOuMw_LIftLtfOm8w.woff2,fonts.gstatic.com,Third Party,GET,0,woff2,None,None,None,None,None,None,None,None,None,0,0,0.23641399999905843,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://fonts.gstatic.com/s/lora/v16/0QIhMX1D_JOuMw_LIftLtfOm8w.woff2,fonts.gstatic.com,Third Party,OPTIONS,200,woff2,None,None,sffe,None,None,None,None,None,None,37764,0,-0.839,-1.0,-1.0,-1.0,0.13199999999999998,150.32900000102165,0.4639999970095232,0,0,1
https://fonts.gstatic.com/s/lora/v16/0QIvMX1D_JOuMwr7I_FMl_E.woff2,fonts.gstatic.com,Third Party,GET,0,woff2,None,None,None,None,None,None,None,None,None,0,0,0.23962600000959355,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://fonts.gstatic.com/s/lora/v16/0QIvMX1D_JOuMwr7I_FMl_E.woff2,fonts.gstatic.com,Third Party,OPTIONS,200,woff2,None,None,sffe,None,None,None,None,None,None,34172,0,-0.821,-1.0,-1.0,-1.0,0.462,146.86299999320508,18.52000001235865,0,0,1
https://fonts.gstatic.com/s/opensans/v17/mem8YaGs126MiZpBA-UFVZ0bf8pkAg.woff2,fonts.gstatic.com,Third Party,GET,0,woff2,None,None,None,None,None,None,None,None,None,0,0,0.23249600001145154,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://fonts.gstatic.com/s/opensans/v17/mem8YaGs126MiZpBA-UFVZ0bf8pkAg.woff2,fonts.gstatic.com,Third Party,OPTIONS,200,woff2,None,None,sffe,None,None,None,None,None,None,9132,0,-1.0,0.0,-1.0,0.0,0.385,146.87600000552834,0.22499999613501132,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/css/font-awesome.min.css,maxcdn.bootstrapcdn.com,Third Party,GET,200,css,None,None,None,None,None,None,None,Accept-Encoding,None,6591,0,23.8990000035204,-1.0,-1.0,-1.0,0.734,57.07699999504536,0.5090000049676746,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.ttf,maxcdn.bootstrapcdn.com,Third Party,GET,0,ttf,None,None,None,None,None,None,None,None,None,0,0,0.06729800000903197,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.ttf,maxcdn.bootstrapcdn.com,Third Party,OPTIONS,501,ttf,None,None,None,None,None,None,None,Accept-Encoding,None,0,0,0.6399999981559813,-1.0,-1.0,-1.0,0.20799999999999996,60.85500000124145,0.46100000326987356,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.woff,maxcdn.bootstrapcdn.com,Third Party,GET,0,woff,None,None,None,None,None,None,None,None,None,0,0,0.1071150000061607,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.woff,maxcdn.bootstrapcdn.com,Third Party,OPTIONS,501,woff,None,None,None,None,None,None,None,Accept-Encoding,None,0,0,0.5069999963119626,-1.0,-1.0,-1.0,0.161,60.69100000304449,4.314999998314306,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.woff2,maxcdn.bootstrapcdn.com,Third Party,GET,0,woff2,None,None,None,None,None,None,None,None,None,0,0,0.25414200000523124,-1.0,-1.0,-1.0,0.0,0.0,0.0,0,0,1
https://maxcdn.bootstrapcdn.com/font-awesome/4.6.0/fonts/fontawesome-webfont.woff2,maxcdn.bootstrapcdn.com,Third Party,OPTIONS,501,woff2,None,None,None,None,None,None,None,Accept-Encoding,None,0,0,-0.86,0.139,67.77100000000002,131.692,0.36600000000001387,67.01000000545568,0.29799999902024865,0,0,1
https://roymartinez.dev/,roymartinez.dev,First Party,GET,200,None,666127,10m,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/ vcd=8015,1ee8ff7e.15249863.47373c5,Accept-Encoding,roymartinez.dev,5604,0,59.04199999135453,372.56399999999996,216.52599999999995,736.5640000000001,0.3569999999999709,257.073999999227,1.4200000005075708,39,29,1
https://roymartinez.dev/css/bootstrap-social.css,roymartinez.dev,First Party,GET,200,css,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/css/bootstrap-social.css vcd=8015 cid=___RO_ENCODING=br,1f81433.1e4053eb.47373ed,None,roymartinez.dev,2963,3837,25.094000004102476,-1.0,-1.0,-1.0,0.2509999999999999,371.9539999997383,1.5350000030593947,218,0,1
https://roymartinez.dev/css/bootstrap.min.css,roymartinez.dev,First Party,GET,200,css,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/css/bootstrap.min.css vcd=8015 cid=___RO_ENCODING=br,3ca26f1.1e4053ea.47373eb,None,roymartinez.dev,15694,19604,23.86500000304077,-1.0,-1.0,-1.0,0.528,378.7019999984447,2.5710000045364723,225,0,1
https://roymartinez.dev/css/main.css,roymartinez.dev,First Party,GET,200,css,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/css/main.css vcd=8015 cid=___RO_ENCODING=br,1f8142c.13e76f99.47373ec,None,roymartinez.dev,2872,3391,24.124000003102235,-1.0,-1.0,-1.0,0.661,373.0070000002896,1.536999989184551,220,0,1
https://roymartinez.dev/css/pygment_highlights.css,roymartinez.dev,First Party,GET,200,css,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/css/pygment_highlights.css vcd=8015 cid=___RO_ENCODING=br,3ca2761.1e405557.4737413,None,roymartinez.dev,821,1002,4.607999996429309,-1.0,-1.0,-1.0,0.10399999999999998,243.22699999706447,0.574999998207204,93,0,1
https://roymartinez.dev/img/avatar-icon.jpg,roymartinez.dev,First Party,GET,200,jpg,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/avatar-icon.jpg vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737433,None,roymartinez.dev,45078,84971,673.4859999914225,-1.0,-1.0,-1.0,1.4109999999999996,157.77200000438094,55.005999995046295,4,0,1
https://roymartinez.dev/img/banner/main.jpg,roymartinez.dev,First Party,GET,200,jpg,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/img/banner/main.jpg vcd=8015 cid=___IM_FILE_NAME=BannersDesktop.1.1400.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,2ab9e13.263a342.892b93c.4737469,None,roymartinez.dev,80342,174593,5.227000007826835,-1.0,-1.0,-1.0,0.6479999999999997,280.39100000224636,41.967999990447424,131,0,1
https://roymartinez.dev/img/posts/201908/mpulselogo.png,roymartinez.dev,First Party,GET,200,png,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/posts/201908/mpulselogo.png vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737439,None,roymartinez.dev,5770,14325,676.2260000003437,-1.0,-1.0,-1.0,0.13899999999999935,263.61099999385976,8.014000006369315,2,0,1
https://roymartinez.dev/img/posts/201910/kubernetes.png,roymartinez.dev,First Party,GET,200,png,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/posts/201910/kubernetes.png vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737435,None,roymartinez.dev,16362,16362,674.8690000022826,-1.0,-1.0,-1.0,0.44200000000000017,220.55199999563396,19.74599999084603,4,0,1
https://roymartinez.dev/img/posts/201910/python.png,roymartinez.dev,First Party,GET,200,png,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/posts/201910/python.png vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737436,None,roymartinez.dev,10984,32443,675.0570000070734,-1.0,-1.0,-1.0,0.6829999999999994,240.34200000357347,13.197999986005016,5,0,1
https://roymartinez.dev/img/posts/2020/secrets/secret.png,roymartinez.dev,First Party,GET,200,png,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/posts/2020/secrets/secret.png vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737438,None,roymartinez.dev,7063,7702,675.9259999908982,-1.0,-1.0,-1.0,0.4119999999999999,253.7909999948563,9.340000004158355,3,0,1
https://roymartinez.dev/img/posts/2020/webhook/alert.jpg,roymartinez.dev,First Party,GET,200,jpg,666127,14d,42,TCP_HIT,None,/L/roymartinez.dev/img/posts/2020/webhook/alert.jpg vcd=8015 cid=___IM_FILE_NAME=.auto.1.5000.chrome&IM_API_TOKEN=roymartinez_dev-10763050&IM_COMB_ON=true,4737434,None,roymartinez.dev,9624,69527,674.7710000020061,-1.0,-1.0,-1.0,0.6429999999999998,212.41000000290572,5.134999999427237,4,0,1
https://roymartinez.dev/js/bootstrap.min.js,roymartinez.dev,First Party,GET,200,js,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/js/bootstrap.min.js vcd=8015 cid=___RO_ENCODING=br,3ca29f6.13e77113.4737412,None,roymartinez.dev,8316,9490,407.65799998851026,-1.0,-1.0,-1.0,0.16900000000000004,328.3280000029029,14.324000003398396,179,0,1
https://roymartinez.dev/js/jquery-1.11.2.min.js,roymartinez.dev,First Party,GET,200,js,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/js/jquery-1.11.2.min.js vcd=8015 cid=___RO_ENCODING=br,3ca29c3.1e405718.4737437,None,roymartinez.dev,29940,33543,17.94899999484513,-1.0,-1.0,-1.0,0.4129999999999998,273.3459999948945,57.378000012249686,77,0,1
https://roymartinez.dev/js/main.js,roymartinez.dev,First Party,GET,200,js,666127,14d,42,TCP_MISS,TCP_MISS,/L/roymartinez.dev/js/main.js vcd=8015 cid=___RO_ENCODING=br,1f81441.13e7739d.4737432,None,roymartinez.dev,1392,1677,663.5389999984606,-1.0,-1.0,-1.0,0.246,284.66899999912175,58.789999995497055,76,0,1
https://s.go-mpulse.net/boomerang/5QTSN-R4ELP-3YHZA-6SBR4-T6GVG,s.go-mpulse.net,Third Party,GET,200,None,588029,0s,None,TCP_MISS,TCP_MISS,/=/s.go-mpulse.net/boomerang/5QTSN-R4ELP-3YHZA-6SBR4-T6GVG vcd=8172 cid=___RO_ENCODING=br,9220f84.17c64d25.3882ae07.1440c348,Accept-Encoding,s.go-mpulse.net,50108,58875,17.674999996349214,-1.0,-1.0,-1.0,1.3810000000000002,266.3090000070175,182.89899999217596,0,0,1
https://stats.g.doubleclick.net/r/collect,stats.g.doubleclick.net,Third Party,GET,200,None,None,None,Golfe2,None,None,None,None,None,None,35,0,4.335999993618578,161.06300000000002,281.45799999999997,442.72799999999995,0.0,28.31799999600372,0.7040000054985285,0,0,1
https://www.google-analytics.com/analytics.js,www.google-analytics.com,Third Party,GET,200,js,None,None,Golfe2,None,None,None,None,Accept-Encoding,None,18469,0,3.2840000034952537,166.218,297.21999999999997,463.599,0.0,0.658999995007207,3.001999997650273,0,0,1
https://www.google-analytics.com/r/collect,www.google-analytics.com,Third Party,GET,302,None,None,None,Golfe2,None,None,None,None,None,None,420,0,3.4559999986505137,-1.0,-1.0,-1.0,0.17100000000000004,143.80200000554416,2.2480000043287873,0,0,1
https://www.googletagmanager.com/gtm.js,www.googletagmanager.com,Third Party,GET,200,js,None,None,Google Tag Manager,None,None,None,None,User-Agent,None,26280,0,672.7099999959022,365.614,321.89500000000004,687.662,0.0,33.634000006361816,13.015999997151084,0,0,1
